stream,src,dst,size,period,deadline,jitter
0,0,[26],244,1000000,600000,0
1,1,[27],284,1000000,620000,0
2,2,[28],324,1000000,640000,0
3,3,[29],364,1000000,650000,0
4,4,[30],404,1000000,630000,0
5,5,[31],244,1000000,600000,0
6,6,[32],284,1000000,620000,0
7,7,[33],324,1000000,640000,0
8,8,[34],364,1000000,650000,0
9,9,[35],404,1000000,630000,0
10,10,[36],244,1000000,600000,0
11,11,[37],284,1000000,620000,0
12,12,[38],324,1000000,640000,0
13,13,[39],364,1000000,650000,0
14,14,[40],404,1000000,630000,0
15,15,[41],244,1000000,600000,0
16,16,[42],284,1000000,620000,0
17,17,[43],324,1000000,640000,0
18,18,[44],364,1000000,650000,0
19,19,[45],404,1000000,630000,0
20,20,[46],244,1000000,600000,0
21,21,[47],284,1000000,620000,0
22,22,[48],324,1000000,640000,0
23,23,[49],364,1000000,650000,0
24,24,[0],404,1000000,630000,0
25,25,[1],244,1000000,600000,0
26,26,[2],284,1000000,620000,0
27,27,[3],324,1000000,640000,0
28,28,[4],364,1000000,650000,0
29,29,[5],404,1000000,630000,0
30,30,[6],244,1000000,600000,0
31,31,[7],284,1000000,620000,0
32,32,[8],324,1000000,640000,0
33,33,[9],364,1000000,650000,0
34,34,[10],404,1000000,630000,0
35,35,[11],244,1000000,600000,0
36,36,[12],284,1000000,620000,0
37,37,[13],324,1000000,640000,0
38,38,[14],364,1000000,650000,0
39,39,[15],404,1000000,630000,0
40,40,[16],244,1000000,600000,0
41,41,[17],284,1000000,620000,0
42,42,[18],324,1000000,640000,0
43,43,[19],364,1000000,650000,0
44,44,[20],404,1000000,630000,0
45,45,[21],244,1000000,600000,0
46,46,[22],284,1000000,620000,0
47,47,[23],324,1000000,640000,0
48,48,[24],364,1000000,650000,0
49,49,[25],404,1000000,630000,0
50,0,[27],244,1000000,600000,0
51,1,[28],284,1000000,620000,0
52,2,[29],324,1000000,640000,0
53,3,[30],364,1000000,650000,0
54,4,[31],404,1000000,630000,0
55,5,[32],244,1000000,600000,0
56,6,[33],284,1000000,620000,0
57,7,[34],324,1000000,640000,0
58,8,[35],364,1000000,650000,0
59,9,[36],404,1000000,630000,0
60,10,[37],244,1000000,600000,0
61,11,[38],284,1000000,620000,0
62,12,[39],324,1000000,640000,0
63,13,[40],364,1000000,650000,0
64,14,[41],404,1000000,630000,0
65,15,[42],244,1000000,600000,0
66,16,[43],284,1000000,620000,0
67,17,[44],324,1000000,640000,0
68,18,[45],364,1000000,650000,0
69,19,[46],404,1000000,630000,0
70,20,[47],244,1000000,600000,0
71,21,[48],284,1000000,620000,0
72,22,[49],324,1000000,640000,0
73,23,[0],364,1000000,650000,0
74,24,[1],404,1000000,630000,0
75,25,[2],244,1000000,600000,0
76,26,[3],284,1000000,620000,0
77,27,[4],324,1000000,640000,0
78,28,[5],364,1000000,650000,0
79,29,[6],404,1000000,630000,0
80,30,[7],244,1000000,600000,0
81,31,[8],284,1000000,620000,0
82,32,[9],324,1000000,640000,0
83,33,[10],364,1000000,650000,0
84,34,[11],404,1000000,630000,0
85,35,[12],244,1000000,600000,0
86,36,[13],284,1000000,620000,0
87,37,[14],324,1000000,640000,0
88,38,[15],364,1000000,650000,0
89,39,[16],404,1000000,630000,0
90,40,[17],244,1000000,600000,0
91,41,[18],284,1000000,620000,0
92,42,[19],324,1000000,640000,0
93,43,[20],364,1000000,650000,0
94,44,[21],404,1000000,630000,0
95,45,[22],244,1000000,600000,0
96,46,[23],284,1000000,620000,0
97,47,[24],324,1000000,640000,0
98,48,[25],364,1000000,650000,0
99,49,[26],404,1000000,630000,0
100,0,[28],244,1000000,600000,0
101,1,[29],284,1000000,620000,0
102,2,[30],324,1000000,640000,0
103,3,[31],364,1000000,650000,0
104,4,[32],404,1000000,630000,0
105,5,[33],244,1000000,600000,0
106,6,[34],284,1000000,620000,0
107,7,[35],324,1000000,640000,0
