stream,src,dst,size,period,deadline,jitter
0,0,[41],244,1000000,600000,0
1,1,[42],284,1000000,620000,0
2,2,[43],324,1000000,640000,0
3,3,[44],364,1000000,650000,0
4,4,[45],404,1000000,630000,0
5,5,[46],244,1000000,600000,0
6,6,[47],284,1000000,620000,0
7,7,[48],324,1000000,640000,0
8,8,[49],364,1000000,650000,0
9,9,[50],404,1000000,630000,0
10,10,[51],244,1000000,600000,0
11,11,[52],284,1000000,620000,0
12,12,[53],324,1000000,640000,0
13,13,[54],364,1000000,650000,0
14,14,[55],404,1000000,630000,0
15,15,[56],244,1000000,600000,0
16,16,[57],284,1000000,620000,0
17,17,[58],324,1000000,640000,0
18,18,[59],364,1000000,650000,0
19,19,[60],404,1000000,630000,0
20,20,[61],244,1000000,600000,0
21,21,[62],284,1000000,620000,0
22,22,[63],324,1000000,640000,0
23,23,[64],364,1000000,650000,0
24,24,[65],404,1000000,630000,0
25,25,[66],244,1000000,600000,0
26,26,[67],284,1000000,620000,0
27,27,[68],324,1000000,640000,0
28,28,[69],364,1000000,650000,0
29,29,[70],404,1000000,630000,0
30,30,[71],244,1000000,600000,0
31,31,[72],284,1000000,620000,0
32,32,[73],324,1000000,640000,0
33,33,[74],364,1000000,650000,0
34,34,[75],404,1000000,630000,0
35,35,[76],244,1000000,600000,0
36,36,[77],284,1000000,620000,0
37,37,[78],324,1000000,640000,0
38,38,[79],364,1000000,650000,0
39,39,[0],404,1000000,630000,0
40,40,[1],244,1000000,600000,0
41,41,[2],284,1000000,620000,0
42,42,[3],324,1000000,640000,0
43,43,[4],364,1000000,650000,0
44,44,[5],404,1000000,630000,0
45,45,[6],244,1000000,600000,0
46,46,[7],284,1000000,620000,0
47,47,[8],324,1000000,640000,0
48,48,[9],364,1000000,650000,0
49,49,[10],404,1000000,630000,0
50,50,[11],244,1000000,600000,0
51,51,[12],284,1000000,620000,0
52,52,[13],324,1000000,640000,0
53,53,[14],364,1000000,650000,0
54,54,[15],404,1000000,630000,0
55,55,[16],244,1000000,600000,0
56,56,[17],284,1000000,620000,0
57,57,[18],324,1000000,640000,0
58,58,[19],364,1000000,650000,0
59,59,[20],404,1000000,630000,0
60,60,[21],244,1000000,600000,0
61,61,[22],284,1000000,620000,0
62,62,[23],324,1000000,640000,0
63,63,[24],364,1000000,650000,0
64,64,[25],404,1000000,630000,0
65,65,[26],244,1000000,600000,0
66,66,[27],284,1000000,620000,0
67,67,[28],324,1000000,640000,0
68,68,[29],364,1000000,650000,0
69,69,[30],404,1000000,630000,0
70,70,[31],244,1000000,600000,0
71,71,[32],284,1000000,620000,0
72,72,[33],324,1000000,640000,0
73,73,[34],364,1000000,650000,0
74,74,[35],404,1000000,630000,0
75,75,[36],244,1000000,600000,0
76,76,[37],284,1000000,620000,0
77,77,[38],324,1000000,640000,0
78,78,[39],364,1000000,650000,0
79,79,[40],404,1000000,630000,0
80,0,[42],244,1000000,600000,0
81,1,[43],284,1000000,620000,0
82,2,[44],324,1000000,640000,0
83,3,[45],364,1000000,650000,0
84,4,[46],404,1000000,630000,0
85,5,[47],244,1000000,600000,0
86,6,[48],284,1000000,620000,0
87,7,[49],324,1000000,640000,0
88,8,[50],364,1000000,650000,0
89,9,[51],404,1000000,630000,0
90,10,[52],244,1000000,600000,0
91,11,[53],284,1000000,620000,0
92,12,[54],324,1000000,640000,0
93,13,[55],364,1000000,650000,0
94,14,[56],404,1000000,630000,0
95,15,[57],244,1000000,600000,0
96,16,[58],284,1000000,620000,0
97,17,[59],324,1000000,640000,0
98,18,[60],364,1000000,650000,0
99,19,[61],404,1000000,630000,0
100,20,[62],244,1000000,600000,0
101,21,[63],284,1000000,620000,0
102,22,[64],324,1000000,640000,0
103,23,[65],364,1000000,650000,0
104,24,[66],404,1000000,630000,0
105,25,[67],244,1000000,600000,0
106,26,[68],284,1000000,620000,0
107,27,[69],324,1000000,640000,0
108,28,[70],364,1000000,650000,0
109,29,[71],404,1000000,630000,0
110,30,[72],244,1000000,600000,0
111,31,[73],284,1000000,620000,0
112,32,[74],324,1000000,640000,0
113,33,[75],364,1000000,650000,0
114,34,[76],404,1000000,630000,0
115,35,[77],244,1000000,600000,0
116,36,[78],284,1000000,620000,0
117,37,[79],324,1000000,640000,0
118,38,[0],364,1000000,650000,0
119,39,[1],404,1000000,630000,0
120,40,[2],244,1000000,600000,0
121,41,[3],284,1000000,620000,0
122,42,[4],324,1000000,640000,0
123,43,[5],364,1000000,650000,0
124,44,[6],404,1000000,630000,0
125,45,[7],244,1000000,600000,0
126,46,[8],284,1000000,620000,0
127,47,[9],324,1000000,640000,0
128,48,[10],364,1000000,650000,0
129,49,[11],404,1000000,630000,0
130,50,[12],244,1000000,600000,0
131,51,[13],284,1000000,620000,0
132,52,[14],324,1000000,640000,0
133,53,[15],364,1000000,650000,0
134,54,[16],404,1000000,630000,0
135,55,[17],244,1000000,600000,0
136,56,[18],284,1000000,620000,0
137,57,[19],324,1000000,640000,0
138,58,[20],364,1000000,650000,0
139,59,[21],404,1000000,630000,0
140,60,[22],244,1000000,600000,0
141,61,[23],284,1000000,620000,0
142,62,[24],324,1000000,640000,0
143,63,[25],364,1000000,650000,0
144,64,[26],404,1000000,630000,0
145,65,[27],244,1000000,600000,0
146,66,[28],284,1000000,620000,0
147,67,[29],324,1000000,640000,0
148,68,[30],364,1000000,650000,0
149,69,[31],404,1000000,630000,0
150,70,[32],244,1000000,600000,0
151,71,[33],284,1000000,620000,0
152,72,[34],324,1000000,640000,0
153,73,[35],364,1000000,650000,0
154,74,[36],404,1000000,630000,0
155,75,[37],244,1000000,600000,0
156,76,[38],284,1000000,620000,0
157,77,[39],324,1000000,640000,0
158,78,[40],364,1000000,650000,0
159,79,[41],404,1000000,630000,0
160,0,[43],244,1000000,600000,0
161,1,[44],284,1000000,620000,0
162,2,[45],324,1000000,640000,0
163,3,[46],364,1000000,650000,0
164,4,[47],404,1000000,630000,0
165,5,[48],244,1000000,600000,0
166,6,[49],284,1000000,620000,0
167,7,[50],324,1000000,640000,0
168,8,[51],364,1000000,650000,0
169,9,[52],404,1000000,630000,0
170,10,[53],244,1000000,600000,0
171,11,[54],284,1000000,620000,0
172,12,[55],324,1000000,640000,0
173,13,[56],364,1000000,650000,0
174,14,[57],404,1000000,630000,0
175,15,[58],244,1000000,600000,0
176,16,[59],284,1000000,620000,0
177,17,[60],324,1000000,640000,0
178,18,[61],364,1000000,650000,0
179,19,[62],404,1000000,630000,0
180,20,[63],244,1000000,600000,0
181,21,[64],284,1000000,620000,0
182,22,[65],324,1000000,640000,0
183,23,[66],364,1000000,650000,0
184,24,[67],404,1000000,630000,0
185,25,[68],244,1000000,600000,0
186,26,[69],284,1000000,620000,0
187,27,[70],324,1000000,640000,0
188,28,[71],364,1000000,650000,0
189,29,[72],404,1000000,630000,0
190,30,[73],244,1000000,600000,0
191,31,[74],284,1000000,620000,0
192,32,[75],324,1000000,640000,0
193,33,[76],364,1000000,650000,0
194,34,[77],404,1000000,630000,0
195,35,[78],244,1000000,600000,0
196,36,[79],284,1000000,620000,0
197,37,[0],324,1000000,640000,0
198,38,[1],364,1000000,650000,0
199,39,[2],404,1000000,630000,0
200,40,[3],244,1000000,600000,0
201,41,[4],284,1000000,620000,0
202,42,[5],324,1000000,640000,0
203,43,[6],364,1000000,650000,0
204,44,[7],404,1000000,630000,0
205,45,[8],244,1000000,600000,0
206,46,[9],284,1000000,620000,0
207,47,[10],324,1000000,640000,0
208,48,[11],364,1000000,650000,0
209,49,[12],404,1000000,630000,0
210,50,[13],244,1000000,600000,0
211,51,[14],284,1000000,620000,0
212,52,[15],324,1000000,640000,0
213,53,[16],364,1000000,650000,0
214,54,[17],404,1000000,630000,0
215,55,[18],244,1000000,600000,0
216,56,[19],284,1000000,620000,0
217,57,[20],324,1000000,640000,0
218,58,[21],364,1000000,650000,0
219,59,[22],404,1000000,630000,0
220,60,[23],244,1000000,600000,0
221,61,[24],284,1000000,620000,0
222,62,[25],324,1000000,640000,0
223,63,[26],364,1000000,650000,0
224,64,[27],404,1000000,630000,0
225,65,[28],244,1000000,600000,0
226,66,[29],284,1000000,620000,0
227,67,[30],324,1000000,640000,0
228,68,[31],364,1000000,650000,0
229,69,[32],404,1000000,630000,0
230,70,[33],244,1000000,600000,0
231,71,[34],284,1000000,620000,0
232,72,[35],324,1000000,640000,0
233,73,[36],364,1000000,650000,0
234,74,[37],404,1000000,630000,0
235,75,[38],244,1000000,600000,0
236,76,[39],284,1000000,620000,0
237,77,[40],324,1000000,640000,0
238,78,[41],364,1000000,650000,0
239,79,[42],404,1000000,630000,0
240,0,[44],244,1000000,600000,0
241,1,[45],284,1000000,620000,0
242,2,[46],324,1000000,640000,0
243,3,[47],364,1000000,650000,0
244,4,[48],404,1000000,630000,0
245,5,[49],244,1000000,600000,0
246,6,[50],284,1000000,620000,0
247,7,[51],324,1000000,640000,0
248,8,[52],364,1000000,650000,0
249,9,[53],404,1000000,630000,0
250,10,[54],244,1000000,600000,0
251,11,[55],284,1000000,620000,0
252,12,[56],324,1000000,640000,0
253,13,[57],364,1000000,650000,0
254,14,[58],404,1000000,630000,0
255,15,[59],244,1000000,600000,0
256,16,[60],284,1000000,620000,0
257,17,[61],324,1000000,640000,0
258,18,[62],364,1000000,650000,0
259,19,[63],404,1000000,630000,0
260,20,[64],244,1000000,600000,0
261,21,[65],284,1000000,620000,0
262,22,[66],324,1000000,640000,0
263,23,[67],364,1000000,650000,0
264,24,[68],404,1000000,630000,0
265,25,[69],244,1000000,600000,0
266,26,[70],284,1000000,620000,0
267,27,[71],324,1000000,640000,0
268,28,[72],364,1000000,650000,0
269,29,[73],404,1000000,630000,0
270,30,[74],244,1000000,600000,0
271,31,[75],284,1000000,620000,0
272,32,[76],324,1000000,640000,0
273,33,[77],364,1000000,650000,0
274,34,[78],404,1000000,630000,0
275,35,[79],244,1000000,600000,0
276,36,[0],284,1000000,620000,0
277,37,[1],324,1000000,640000,0
278,38,[2],364,1000000,650000,0
279,39,[3],404,1000000,630000,0
280,40,[4],244,1000000,600000,0
281,41,[5],284,1000000,620000,0
282,42,[6],324,1000000,640000,0
283,43,[7],364,1000000,650000,0
284,44,[8],404,1000000,630000,0
285,45,[9],244,1000000,600000,0
286,46,[10],284,1000000,620000,0
287,47,[11],324,1000000,640000,0
288,48,[12],364,1000000,650000,0
289,49,[13],404,1000000,630000,0
290,50,[14],244,1000000,600000,0
291,51,[15],284,1000000,620000,0
292,52,[16],324,1000000,640000,0
293,53,[17],364,1000000,650000,0
294,54,[18],404,1000000,630000,0
295,55,[19],244,1000000,600000,0
296,56,[20],284,1000000,620000,0
297,57,[21],324,1000000,640000,0
298,58,[22],364,1000000,650000,0
299,59,[23],404,1000000,630000,0
300,60,[24],244,1000000,600000,0
301,61,[25],284,1000000,620000,0
302,62,[26],324,1000000,640000,0
