level,kind,policy_id,layer,use_count
R1_CURRENT,CLASS,J100,CURRENT_CROSS,1
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R1_CURRENT,CLASS,J100,BASE_GRID,154
R1_CURRENT,CLASS,J100,CURRENT_CROSS,6
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R1_CURRENT,CLASS,J100,BASE_GRID,156
R1_CURRENT,CLASS,J100,CURRENT_CROSS,4
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R1_CURRENT,CLASS,J100,BASE_GRID,155
R1_CURRENT,CLASS,J100,CURRENT_CROSS,1
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R1_CURRENT,CLASS,J100,BASE_GRID,160
R1_CURRENT,CLASS,J100,CURRENT_CROSS,0
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R1_CURRENT,CLASS,J100,BASE_GRID,160
R1_CURRENT,CLASS,J100,CURRENT_CROSS,0
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R1_CURRENT,CLASS,J100,BASE_GRID,155
R1_CURRENT,CLASS,J100,CURRENT_CROSS,3
R1_CURRENT,CLASS,J100,D4_EXTRA,0
R1_CURRENT,CLASS,J100,D5_EXTRA,0
R1_CURRENT,CLASS,J100,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,141
R2_D4,PF,PF,CURRENT_CROSS,3
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,153
R2_D4,PF,PF,CURRENT_CROSS,1
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,139
R2_D4,PF,PF,CURRENT_CROSS,5
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,144
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,155
R2_D4,PF,PF,CURRENT_CROSS,3
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,144
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,141
R2_D4,PF,PF,CURRENT_CROSS,3
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,159
R2_D4,PF,PF,CURRENT_CROSS,1
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,140
R2_D4,PF,PF,CURRENT_CROSS,4
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,148
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,2
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,146
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,2
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,139
R2_D4,PF,PF,CURRENT_CROSS,3
R2_D4,PF,PF,D4_EXTRA,1
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,162
R2_D4,PF,PF,CURRENT_CROSS,0
R2_D4,PF,PF,D4_EXTRA,1
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,139
R2_D4,PF,PF,CURRENT_CROSS,3
R2_D4,PF,PF,D4_EXTRA,1
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,142
R2_D4,PF,PF,CURRENT_CROSS,4
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,157
R2_D4,PF,PF,CURRENT_CROSS,5
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,142
R2_D4,PF,PF,CURRENT_CROSS,4
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,150
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,2
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,135
R2_D4,PF,PF,CURRENT_CROSS,3
R2_D4,PF,PF,D4_EXTRA,5
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,148
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,148
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,151
R2_D4,PF,PF,CURRENT_CROSS,1
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,154
R2_D4,PF,PF,CURRENT_CROSS,6
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,151
R2_D4,PF,PF,CURRENT_CROSS,1
R2_D4,PF,PF,D4_EXTRA,0
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,152
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,3
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,142
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,4
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,158
R2_D4,PF,PF,CURRENT_CROSS,0
R2_D4,PF,PF,D4_EXTRA,1
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,PF,PF,BASE_GRID,154
R2_D4,PF,PF,CURRENT_CROSS,2
R2_D4,PF,PF,D4_EXTRA,1
R2_D4,PF,PF,D5_EXTRA,0
R2_D4,PF,PF,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,142
R2_D4,CLASS,J020,CURRENT_CROSS,8
R2_D4,CLASS,J020,D4_EXTRA,0
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,140
R2_D4,CLASS,J020,CURRENT_CROSS,4
R2_D4,CLASS,J020,D4_EXTRA,0
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,162
R2_D4,CLASS,J020,CURRENT_CROSS,0
R2_D4,CLASS,J020,D4_EXTRA,1
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,155
R2_D4,CLASS,J020,CURRENT_CROSS,7
R2_D4,CLASS,J020,D4_EXTRA,0
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,150
R2_D4,CLASS,J020,CURRENT_CROSS,2
R2_D4,CLASS,J020,D4_EXTRA,2
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,146
R2_D4,CLASS,J020,CURRENT_CROSS,2
R2_D4,CLASS,J020,D4_EXTRA,3
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,137
R2_D4,CLASS,J020,CURRENT_CROSS,5
R2_D4,CLASS,J020,D4_EXTRA,1
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,148
R2_D4,CLASS,J020,CURRENT_CROSS,2
R2_D4,CLASS,J020,D4_EXTRA,0
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,151
R2_D4,CLASS,J020,CURRENT_CROSS,3
R2_D4,CLASS,J020,D4_EXTRA,3
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J020,BASE_GRID,158
R2_D4,CLASS,J020,CURRENT_CROSS,0
R2_D4,CLASS,J020,D4_EXTRA,1
R2_D4,CLASS,J020,D5_EXTRA,0
R2_D4,CLASS,J020,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,139
R2_D4,CLASS,J040,CURRENT_CROSS,5
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,153
R2_D4,CLASS,J040,CURRENT_CROSS,1
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,144
R2_D4,CLASS,J040,CURRENT_CROSS,2
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,155
R2_D4,CLASS,J040,CURRENT_CROSS,3
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,140
R2_D4,CLASS,J040,CURRENT_CROSS,4
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,159
R2_D4,CLASS,J040,CURRENT_CROSS,1
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,150
R2_D4,CLASS,J040,CURRENT_CROSS,2
R2_D4,CLASS,J040,D4_EXTRA,2
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,144
R2_D4,CLASS,J040,CURRENT_CROSS,2
R2_D4,CLASS,J040,D4_EXTRA,3
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,139
R2_D4,CLASS,J040,CURRENT_CROSS,3
R2_D4,CLASS,J040,D4_EXTRA,1
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,162
R2_D4,CLASS,J040,CURRENT_CROSS,0
R2_D4,CLASS,J040,D4_EXTRA,1
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,142
R2_D4,CLASS,J040,CURRENT_CROSS,4
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,155
R2_D4,CLASS,J040,CURRENT_CROSS,7
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,148
R2_D4,CLASS,J040,CURRENT_CROSS,2
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,151
R2_D4,CLASS,J040,CURRENT_CROSS,1
R2_D4,CLASS,J040,D4_EXTRA,0
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,151
R2_D4,CLASS,J040,CURRENT_CROSS,3
R2_D4,CLASS,J040,D4_EXTRA,3
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,142
R2_D4,CLASS,J040,CURRENT_CROSS,2
R2_D4,CLASS,J040,D4_EXTRA,4
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J040,BASE_GRID,158
R2_D4,CLASS,J040,CURRENT_CROSS,0
R2_D4,CLASS,J040,D4_EXTRA,1
R2_D4,CLASS,J040,D5_EXTRA,0
R2_D4,CLASS,J040,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,139
R2_D4,CLASS,J100,CURRENT_CROSS,5
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,153
R2_D4,CLASS,J100,CURRENT_CROSS,1
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,144
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,155
R2_D4,CLASS,J100,CURRENT_CROSS,3
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,140
R2_D4,CLASS,J100,CURRENT_CROSS,4
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,159
R2_D4,CLASS,J100,CURRENT_CROSS,1
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,148
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,2
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,146
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,2
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,139
R2_D4,CLASS,J100,CURRENT_CROSS,3
R2_D4,CLASS,J100,D4_EXTRA,1
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,162
R2_D4,CLASS,J100,CURRENT_CROSS,0
R2_D4,CLASS,J100,D4_EXTRA,1
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,142
R2_D4,CLASS,J100,CURRENT_CROSS,4
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,157
R2_D4,CLASS,J100,CURRENT_CROSS,5
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,150
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,2
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,135
R2_D4,CLASS,J100,CURRENT_CROSS,3
R2_D4,CLASS,J100,D4_EXTRA,5
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,148
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,151
R2_D4,CLASS,J100,CURRENT_CROSS,1
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,154
R2_D4,CLASS,J100,CURRENT_CROSS,6
R2_D4,CLASS,J100,D4_EXTRA,0
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,152
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,3
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,142
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,4
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,158
R2_D4,CLASS,J100,CURRENT_CROSS,0
R2_D4,CLASS,J100,D4_EXTRA,1
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R2_D4,CLASS,J100,BASE_GRID,154
R2_D4,CLASS,J100,CURRENT_CROSS,2
R2_D4,CLASS,J100,D4_EXTRA,1
R2_D4,CLASS,J100,D5_EXTRA,0
R2_D4,CLASS,J100,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,148
R3_D5,PF,PF,CURRENT_CROSS,4
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,4
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,151
R3_D5,PF,PF,CURRENT_CROSS,1
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,4
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,142
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,3
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,139
R3_D5,PF,PF,CURRENT_CROSS,3
R3_D5,PF,PF,D4_EXTRA,1
R3_D5,PF,PF,D5_EXTRA,0
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,149
R3_D5,PF,PF,CURRENT_CROSS,1
R3_D5,PF,PF,D4_EXTRA,2
R3_D5,PF,PF,D5_EXTRA,8
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,139
R3_D5,PF,PF,CURRENT_CROSS,3
R3_D5,PF,PF,D4_EXTRA,1
R3_D5,PF,PF,D5_EXTRA,0
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,140
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,2
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,146
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,7
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,140
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,2
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,136
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,7
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,148
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,0
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,148
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,0
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,149
R3_D5,PF,PF,CURRENT_CROSS,1
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,1
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,146
R3_D5,PF,PF,CURRENT_CROSS,4
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,5
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,149
R3_D5,PF,PF,CURRENT_CROSS,1
R3_D5,PF,PF,D4_EXTRA,0
R3_D5,PF,PF,D5_EXTRA,1
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,137
R3_D5,PF,PF,CURRENT_CROSS,1
R3_D5,PF,PF,D4_EXTRA,3
R3_D5,PF,PF,D5_EXTRA,9
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,140
R3_D5,PF,PF,CURRENT_CROSS,2
R3_D5,PF,PF,D4_EXTRA,4
R3_D5,PF,PF,D5_EXTRA,1
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,154
R3_D5,PF,PF,CURRENT_CROSS,0
R3_D5,PF,PF,D4_EXTRA,1
R3_D5,PF,PF,D5_EXTRA,2
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,PF,PF,BASE_GRID,146
R3_D5,PF,PF,CURRENT_CROSS,0
R3_D5,PF,PF,D4_EXTRA,2
R3_D5,PF,PF,D5_EXTRA,5
R3_D5,PF,PF,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,149
R3_D5,CLASS,J020,CURRENT_CROSS,1
R3_D5,CLASS,J020,D4_EXTRA,2
R3_D5,CLASS,J020,D5_EXTRA,8
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,144
R3_D5,CLASS,J020,CURRENT_CROSS,4
R3_D5,CLASS,J020,D4_EXTRA,0
R3_D5,CLASS,J020,D5_EXTRA,7
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,142
R3_D5,CLASS,J020,CURRENT_CROSS,2
R3_D5,CLASS,J020,D4_EXTRA,0
R3_D5,CLASS,J020,D5_EXTRA,3
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,135
R3_D5,CLASS,J020,CURRENT_CROSS,3
R3_D5,CLASS,J020,D4_EXTRA,1
R3_D5,CLASS,J020,D5_EXTRA,2
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,136
R3_D5,CLASS,J020,CURRENT_CROSS,2
R3_D5,CLASS,J020,D4_EXTRA,0
R3_D5,CLASS,J020,D5_EXTRA,7
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,146
R3_D5,CLASS,J020,CURRENT_CROSS,2
R3_D5,CLASS,J020,D4_EXTRA,0
R3_D5,CLASS,J020,D5_EXTRA,1
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,137
R3_D5,CLASS,J020,CURRENT_CROSS,1
R3_D5,CLASS,J020,D4_EXTRA,3
R3_D5,CLASS,J020,D5_EXTRA,9
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,140
R3_D5,CLASS,J020,CURRENT_CROSS,2
R3_D5,CLASS,J020,D4_EXTRA,4
R3_D5,CLASS,J020,D5_EXTRA,1
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J020,BASE_GRID,154
R3_D5,CLASS,J020,CURRENT_CROSS,0
R3_D5,CLASS,J020,D4_EXTRA,1
R3_D5,CLASS,J020,D5_EXTRA,2
R3_D5,CLASS,J020,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,148
R3_D5,CLASS,J040,CURRENT_CROSS,4
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,4
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,151
R3_D5,CLASS,J040,CURRENT_CROSS,1
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,4
R3_D5,CLASS,J040,D6_EXTRA,0
R3_D5,CLASS,J040,BASE_GRID,142
R3_D5,CLASS,J040,CURRENT_CROSS,2
R3_D5,CLASS,J040,D4_EXTRA,0
R3_D5,CLASS,J040,D5_EXTRA,3
R3_D5,CLASS,J040,D6_EXTRA,0
