stream,src,dst,size,period,deadline,jitter
0,0,[161],244,1000000,600000,0
1,1,[162],284,1000000,620000,0
2,2,[163],324,1000000,640000,0
3,3,[164],364,1000000,650000,0
4,4,[165],404,1000000,630000,0
5,5,[166],244,1000000,600000,0
6,6,[167],284,1000000,620000,0
7,7,[168],324,1000000,640000,0
8,8,[169],364,1000000,650000,0
9,9,[170],404,1000000,630000,0
10,10,[171],244,1000000,600000,0
11,11,[172],284,1000000,620000,0
12,12,[173],324,1000000,640000,0
13,13,[174],364,1000000,650000,0
14,14,[175],404,1000000,630000,0
15,15,[176],244,1000000,600000,0
16,16,[177],284,1000000,620000,0
17,17,[178],324,1000000,640000,0
18,18,[179],364,1000000,650000,0
19,19,[180],404,1000000,630000,0
20,20,[181],244,1000000,600000,0
21,21,[182],284,1000000,620000,0
22,22,[183],324,1000000,640000,0
23,23,[184],364,1000000,650000,0
24,24,[185],404,1000000,630000,0
25,25,[186],244,1000000,600000,0
26,26,[187],284,1000000,620000,0
27,27,[188],324,1000000,640000,0
28,28,[189],364,1000000,650000,0
29,29,[190],404,1000000,630000,0
30,30,[191],244,1000000,600000,0
31,31,[192],284,1000000,620000,0
32,32,[193],324,1000000,640000,0
33,33,[194],364,1000000,650000,0
34,34,[195],404,1000000,630000,0
35,35,[196],244,1000000,600000,0
36,36,[197],284,1000000,620000,0
37,37,[198],324,1000000,640000,0
38,38,[199],364,1000000,650000,0
39,39,[200],404,1000000,630000,0
40,40,[201],244,1000000,600000,0
41,41,[202],284,1000000,620000,0
42,42,[203],324,1000000,640000,0
43,43,[204],364,1000000,650000,0
44,44,[205],404,1000000,630000,0
45,45,[206],244,1000000,600000,0
46,46,[207],284,1000000,620000,0
47,47,[208],324,1000000,640000,0
48,48,[209],364,1000000,650000,0
49,49,[210],404,1000000,630000,0
50,50,[211],244,1000000,600000,0
51,51,[212],284,1000000,620000,0
52,52,[213],324,1000000,640000,0
53,53,[214],364,1000000,650000,0
54,54,[215],404,1000000,630000,0
55,55,[216],244,1000000,600000,0
56,56,[217],284,1000000,620000,0
57,57,[218],324,1000000,640000,0
58,58,[219],364,1000000,650000,0
59,59,[220],404,1000000,630000,0
60,60,[221],244,1000000,600000,0
61,61,[222],284,1000000,620000,0
62,62,[223],324,1000000,640000,0
63,63,[224],364,1000000,650000,0
64,64,[225],404,1000000,630000,0
65,65,[226],244,1000000,600000,0
66,66,[227],284,1000000,620000,0
67,67,[228],324,1000000,640000,0
68,68,[229],364,1000000,650000,0
69,69,[230],404,1000000,630000,0
70,70,[231],244,1000000,600000,0
71,71,[232],284,1000000,620000,0
72,72,[233],324,1000000,640000,0
73,73,[234],364,1000000,650000,0
74,74,[235],404,1000000,630000,0
75,75,[236],244,1000000,600000,0
76,76,[237],284,1000000,620000,0
77,77,[238],324,1000000,640000,0
78,78,[239],364,1000000,650000,0
79,79,[240],404,1000000,630000,0
80,80,[241],244,1000000,600000,0
81,81,[242],284,1000000,620000,0
82,82,[243],324,1000000,640000,0
83,83,[244],364,1000000,650000,0
84,84,[245],404,1000000,630000,0
85,85,[246],244,1000000,600000,0
86,86,[247],284,1000000,620000,0
87,87,[248],324,1000000,640000,0
88,88,[249],364,1000000,650000,0
89,89,[250],404,1000000,630000,0
90,90,[251],244,1000000,600000,0
91,91,[252],284,1000000,620000,0
92,92,[253],324,1000000,640000,0
93,93,[254],364,1000000,650000,0
94,94,[255],404,1000000,630000,0
95,95,[256],244,1000000,600000,0
96,96,[257],284,1000000,620000,0
97,97,[258],324,1000000,640000,0
98,98,[259],364,1000000,650000,0
